#timebase=40000000(ps)
,#voltbase=100000(uV)
4.85E-04,0.020
4.85E-04,0.040
4.85E-04,0.060
4.85E-04,0.040
4.86E-04,0.060
4.86E-04,0.080
4.86E-04,0.060
4.86E-04,0.120
4.86E-04,0.080
4.87E-04,0.100
4.87E-04,0.160
4.87E-04,0.140
4.87E-04,0.160
4.87E-04,0.200
4.88E-04,0.200
4.88E-04,0.180
4.88E-04,0.180
4.88E-04,0.200
4.88E-04,0.200
4.89E-04,0.220
4.89E-04,0.280
4.89E-04,0.260
4.89E-04,0.280
4.89E-04,0.280
4.90E-04,0.280
4.90E-04,0.300
4.90E-04,0.340
4.90E-04,0.340
4.90E-04,0.340
4.91E-04,0.360
4.91E-04,0.340
4.91E-04,0.400
4.91E-04,0.360
4.91E-04,0.360
4.92E-04,0.420
4.92E-04,0.440
4.92E-04,0.440
4.92E-04,0.440
4.92E-04,0.420
4.93E-04,0.480
4.93E-04,0.480
4.93E-04,0.480
4.93E-04,0.500
4.93E-04,0.500
4.94E-04,0.520
4.94E-04,0.540
4.94E-04,0.520
4.94E-04,0.540
4.94E-04,0.580
4.95E-04,0.560
4.95E-04,0.560
4.95E-04,0.600
4.95E-04,0.580
4.95E-04,0.560
4.96E-04,0.620
4.96E-04,0.620
4.96E-04,0.600
4.96E-04,0.660
4.96E-04,0.640
4.97E-04,0.700
4.97E-04,0.660
4.97E-04,0.680
4.97E-04,0.680
4.97E-04,0.680
4.98E-04,0.700
4.98E-04,0.700
4.98E-04,0.760
4.98E-04,0.740
4.98E-04,0.720
4.99E-04,0.760
4.99E-04,0.760
4.99E-04,0.740
4.99E-04,0.800
4.99E-04,0.760
5.00E-04,0.800
5.00E-04,0.820
5.00E-04,0.780
5.00E-04,0.840
5.00E-04,0.820
5.01E-04,0.820
5.01E-04,0.840
5.01E-04,0.820
5.01E-04,0.860
5.01E-04,0.860
5.02E-04,0.840
5.02E-04,0.860
5.02E-04,0.880
5.02E-04,0.880
5.02E-04,0.900
5.03E-04,0.880
5.03E-04,0.900
5.03E-04,0.920
5.03E-04,0.900
5.03E-04,0.900
5.04E-04,0.920
5.04E-04,0.940
5.04E-04,0.940
5.04E-04,0.940
5.04E-04,0.980
5.05E-04,0.980
5.05E-04,0.960
5.05E-04,1.000
5.05E-04,1.000
5.05E-04,0.960
5.06E-04,1.000
5.06E-04,0.980
5.06E-04,0.980
5.06E-04,1.020
5.06E-04,1.020
5.07E-04,1.040
5.07E-04,1.040
5.07E-04,1.060
5.07E-04,1.060
5.07E-04,1.040
5.08E-04,1.080
5.08E-04,1.040
5.08E-04,1.080
5.08E-04,1.080
5.08E-04,1.100
5.09E-04,1.100
5.09E-04,1.080
5.09E-04,1.100
5.09E-04,1.100
5.09E-04,1.100
5.10E-04,1.120
5.10E-04,1.100
5.10E-04,1.120
5.10E-04,1.100
5.10E-04,1.100
5.11E-04,1.160
5.11E-04,1.120
5.11E-04,1.140
5.11E-04,1.140
5.11E-04,1.180
5.12E-04,1.140
5.12E-04,1.140
5.12E-04,1.160
5.12E-04,1.140
5.12E-04,1.160
5.13E-04,1.200
5.13E-04,1.140
5.13E-04,1.200
5.13E-04,1.180
5.13E-04,1.180
5.14E-04,1.200
5.14E-04,1.180
5.14E-04,1.200
5.14E-04,1.180
5.14E-04,1.200
5.15E-04,1.220
5.15E-04,1.200
5.15E-04,1.220
5.15E-04,1.220
5.15E-04,1.220
5.16E-04,1.240
5.16E-04,1.220
5.16E-04,1.200
5.16E-04,1.240
5.16E-04,1.240
5.17E-04,1.200
5.17E-04,1.240
5.17E-04,1.240
5.17E-04,1.260
5.17E-04,1.240
5.18E-04,1.220
5.18E-04,1.240
5.18E-04,1.240
5.18E-04,1.280
5.18E-04,1.260
5.19E-04,1.240
5.19E-04,1.260
5.19E-04,1.280
5.19E-04,1.240
5.19E-04,1.280
5.20E-04,1.240
5.20E-04,1.300
5.20E-04,1.260
5.20E-04,1.260
5.20E-04,1.260
5.21E-04,1.320
5.21E-04,1.300
5.21E-04,1.280
5.21E-04,1.300
5.21E-04,1.320
5.22E-04,1.280
5.22E-04,1.320
5.22E-04,1.320
5.22E-04,1.320
5.22E-04,1.340
5.23E-04,1.360
5.23E-04,1.340
5.23E-04,1.300
5.23E-04,1.340
5.23E-04,1.280
5.24E-04,1.320
5.24E-04,1.320
5.24E-04,1.320
5.24E-04,1.320
5.24E-04,1.340
5.25E-04,1.300
5.25E-04,1.340
5.25E-04,1.360
5.25E-04,1.320
5.25E-04,1.300
5.26E-04,1.360
5.26E-04,1.340
5.26E-04,1.340
5.26E-04,1.320
5.26E-04,1.340
5.27E-04,1.320
5.27E-04,1.320
5.27E-04,1.320
5.27E-04,1.320
5.27E-04,1.340
5.28E-04,1.340
5.28E-04,1.360
5.28E-04,1.320
5.28E-04,1.380
5.28E-04,1.340
5.29E-04,1.320
5.29E-04,1.320
5.29E-04,1.380
5.29E-04,1.340
5.29E-04,1.340
5.30E-04,1.360
5.30E-04,1.340
5.30E-04,1.380
5.30E-04,1.360
5.30E-04,1.320
5.31E-04,1.380
5.31E-04,1.400
5.31E-04,1.380
5.31E-04,1.400
5.31E-04,1.380
5.32E-04,1.340
5.32E-04,1.340
5.32E-04,1.360
5.32E-04,1.360
5.32E-04,1.380
5.33E-04,1.320
5.33E-04,1.380
5.33E-04,1.400
5.33E-04,1.360
5.33E-04,1.380
5.34E-04,1.340
5.34E-04,1.340
5.34E-04,1.380
5.34E-04,1.380
5.34E-04,1.380
5.35E-04,1.360
5.35E-04,1.360
5.35E-04,1.360
5.35E-04,1.400
5.35E-04,1.400
5.36E-04,1.360
5.36E-04,1.380
5.36E-04,1.340
5.36E-04,1.400
5.36E-04,1.360
5.37E-04,1.400
5.37E-04,1.400
5.37E-04,1.380
5.37E-04,1.380
5.37E-04,1.400
5.38E-04,1.360
5.38E-04,1.340
5.38E-04,1.360
5.38E-04,1.380
5.38E-04,1.360
5.39E-04,1.400
5.39E-04,1.380
5.39E-04,1.380
5.39E-04,1.360
5.39E-04,1.360
5.40E-04,1.380
5.40E-04,1.380
5.40E-04,1.340
5.40E-04,1.360
5.40E-04,1.360
5.41E-04,1.380
5.41E-04,1.380
5.41E-04,1.400
5.41E-04,1.360
5.41E-04,1.340
5.42E-04,1.380
5.42E-04,1.360
5.42E-04,1.380
5.42E-04,1.400
5.42E-04,1.360
5.43E-04,1.360
5.43E-04,1.380
5.43E-04,1.360
5.43E-04,1.360
5.43E-04,1.360
5.44E-04,1.360
5.44E-04,1.380
5.44E-04,1.340
5.44E-04,1.380
5.44E-04,1.380
5.45E-04,1.360
5.45E-04,1.380
5.45E-04,1.400
5.45E-04,1.360
5.45E-04,1.380
5.46E-04,1.340
5.46E-04,1.360
5.46E-04,1.340
5.46E-04,1.320
5.46E-04,1.360
5.47E-04,1.340
5.47E-04,1.360
5.47E-04,1.380
5.47E-04,1.360
5.47E-04,1.360
5.48E-04,1.360
5.48E-04,1.340
5.48E-04,1.340
5.48E-04,1.380
5.48E-04,1.340
5.49E-04,1.340
5.49E-04,1.320
5.49E-04,1.360
5.49E-04,1.360
5.49E-04,1.340
5.50E-04,1.340
5.50E-04,1.380
5.50E-04,1.340
5.50E-04,1.340
5.50E-04,1.340
5.51E-04,1.340
5.51E-04,1.360
5.51E-04,1.340
5.51E-04,1.320
5.51E-04,1.320
5.52E-04,1.340
5.52E-04,1.340
5.52E-04,1.360
5.52E-04,1.360
5.52E-04,1.340
5.53E-04,1.340
5.53E-04,1.340
5.53E-04,1.380
5.53E-04,1.320
5.53E-04,1.320
5.54E-04,1.360
5.54E-04,1.380
5.54E-04,1.320
5.54E-04,1.340
5.54E-04,1.360
5.55E-04,1.340
5.55E-04,1.340
5.55E-04,1.340
5.55E-04,1.360
5.55E-04,1.300
5.56E-04,1.320
5.56E-04,1.300
5.56E-04,1.320
5.56E-04,1.340
5.56E-04,1.320
5.57E-04,1.320
5.57E-04,1.300
5.57E-04,1.320
5.57E-04,1.280
5.57E-04,1.320
5.58E-04,1.320
5.58E-04,1.280
5.58E-04,1.300
5.58E-04,1.280
5.58E-04,1.340
5.59E-04,1.260
5.59E-04,1.260
5.59E-04,1.280
5.59E-04,1.260
5.59E-04,1.280
5.60E-04,1.280
5.60E-04,1.280
5.60E-04,1.320
5.60E-04,1.280
5.60E-04,1.260
5.61E-04,1.240
5.61E-04,1.320
5.61E-04,1.300
5.61E-04,1.300
5.61E-04,1.300
5.62E-04,1.240
5.62E-04,1.260
5.62E-04,1.260
5.62E-04,1.260
5.62E-04,1.300
5.63E-04,1.220
5.63E-04,1.280
5.63E-04,1.260
5.63E-04,1.240
5.63E-04,1.220
5.64E-04,1.220
5.64E-04,1.240
5.64E-04,1.200
5.64E-04,1.220
5.64E-04,1.240
5.65E-04,1.220
5.65E-04,1.220
5.65E-04,1.220
5.65E-04,1.200
5.65E-04,1.200
5.66E-04,1.220
5.66E-04,1.240
5.66E-04,1.180
5.66E-04,1.200
5.66E-04,1.220
5.67E-04,1.180
5.67E-04,1.180
5.67E-04,1.140
5.67E-04,1.180
5.67E-04,1.180
5.68E-04,1.180
5.68E-04,1.180
5.68E-04,1.160
5.68E-04,1.180
5.68E-04,1.160
5.69E-04,1.140
5.69E-04,1.160
5.69E-04,1.140
5.69E-04,1.160
5.69E-04,1.140
5.70E-04,1.140
5.70E-04,1.120
5.70E-04,1.120
5.70E-04,1.140
5.70E-04,1.120
5.71E-04,1.100
5.71E-04,1.120
5.71E-04,1.080
5.71E-04,1.080
5.71E-04,1.080
5.72E-04,1.100
5.72E-04,1.080
5.72E-04,1.100
5.72E-04,1.060
5.72E-04,1.040
5.73E-04,1.020
5.73E-04,1.000
5.73E-04,1.040
5.73E-04,1.040
5.73E-04,1.040
5.74E-04,1.040
5.74E-04,1.020
5.74E-04,1.000
5.74E-04,1.020
5.74E-04,1.040
5.75E-04,0.980
5.75E-04,0.980
5.75E-04,0.980
5.75E-04,0.960
5.75E-04,0.980
5.76E-04,0.960
5.76E-04,0.940
5.76E-04,0.960
5.76E-04,0.940
5.76E-04,0.940
5.77E-04,0.920
5.77E-04,0.920
5.77E-04,0.920
5.77E-04,0.900
5.77E-04,0.880
5.78E-04,0.900
5.78E-04,0.880
5.78E-04,0.880
5.78E-04,0.900
5.78E-04,0.880
5.79E-04,0.860
5.79E-04,0.840
5.79E-04,0.860
5.79E-04,0.840
5.79E-04,0.840
5.80E-04,0.820
5.80E-04,0.780
5.80E-04,0.800
5.80E-04,0.760
5.80E-04,0.760
5.81E-04,0.780
5.81E-04,0.760
5.81E-04,0.760
5.81E-04,0.740
5.81E-04,0.740
5.82E-04,0.760
5.82E-04,0.700
5.82E-04,0.700
5.82E-04,0.680
5.82E-04,0.700
5.83E-04,0.700
5.83E-04,0.660
5.83E-04,0.660
5.83E-04,0.680
5.83E-04,0.640
5.84E-04,0.640
5.84E-04,0.660
5.84E-04,0.600
5.84E-04,0.600
5.84E-04,0.560
5.85E-04,0.580
5.85E-04,0.600
5.85E-04,0.560
5.85E-04,0.560
5.85E-04,0.540
5.86E-04,0.520
5.86E-04,0.540
5.86E-04,0.520
5.86E-04,0.500
5.86E-04,0.520
5.87E-04,0.500
5.87E-04,0.480
5.87E-04,0.480
5.87E-04,0.440
5.87E-04,0.480
5.88E-04,0.400
5.88E-04,0.420
5.88E-04,0.420
5.88E-04,0.380
5.88E-04,0.420
5.89E-04,0.360
5.89E-04,0.400
5.89E-04,0.380
5.89E-04,0.380
5.89E-04,0.360
5.90E-04,0.320
5.90E-04,0.320
5.90E-04,0.280
5.90E-04,0.300
5.90E-04,0.300
5.91E-04,0.240
5.91E-04,0.220
5.91E-04,0.260
5.91E-04,0.200
5.91E-04,0.220
5.92E-04,0.180
5.92E-04,0.180
5.92E-04,0.140
5.92E-04,0.200
5.92E-04,0.140
5.93E-04,0.140
5.93E-04,0.120
5.93E-04,0.100
5.93E-04,0.120
5.93E-04,0.080
5.94E-04,0.100
5.94E-04,0.080
5.94E-04,0.060
5.94E-04,0.060
5.94E-04,0.040
5.95E-04,0.000
5.95E-04,0.000
5.95E-04,-0.020
5.95E-04,0.000
5.95E-04,-0.020
5.96E-04,-0.060
5.96E-04,-0.080
5.96E-04,-0.080
5.96E-04,-0.060
5.96E-04,-0.100
5.97E-04,-0.100
5.97E-04,-0.100
5.97E-04,-0.140
5.97E-04,-0.100
5.97E-04,-0.160
5.98E-04,-0.160
5.98E-04,-0.200
5.98E-04,-0.240
5.98E-04,-0.200
5.98E-04,-0.260
5.99E-04,-0.280
5.99E-04,-0.240
5.99E-04,-0.260
5.99E-04,-0.320
5.99E-04,-0.300
6.00E-04,-0.320
6.00E-04,-0.340
6.00E-04,-0.340
6.00E-04,-0.380
6.00E-04,-0.380
6.01E-04,-0.380
6.01E-04,-0.400
6.01E-04,-0.400
6.01E-04,-0.440
6.01E-04,-0.460
6.02E-04,-0.400
6.02E-04,-0.460
6.02E-04,-0.480
6.02E-04,-0.520
6.02E-04,-0.480
6.03E-04,-0.500
6.03E-04,-0.520
6.03E-04,-0.560
6.03E-04,-0.540
6.03E-04,-0.540
6.04E-04,-0.580
6.04E-04,-0.580
6.04E-04,-0.620
6.04E-04,-0.600
6.04E-04,-0.620
6.05E-04,-0.620
6.05E-04,-0.680
6.05E-04,-0.640
6.05E-04,-0.700
6.05E-04,-0.660
6.06E-04,-0.700
6.06E-04,-0.740
6.06E-04,-0.720
6.06E-04,-0.740
6.06E-04,-0.760
6.07E-04,-0.760
6.07E-04,-0.760
6.07E-04,-0.780
6.07E-04,-0.800
6.07E-04,-0.840
6.08E-04,-0.820
6.08E-04,-0.860
6.08E-04,-0.840
6.08E-04,-0.840
6.08E-04,-0.880
6.09E-04,-0.920
6.09E-04,-0.900
6.09E-04,-0.880
6.09E-04,-0.900
6.09E-04,-0.960
6.10E-04,-0.940
6.10E-04,-0.980
6.10E-04,-0.960
6.10E-04,-0.960
6.10E-04,-0.980
6.11E-04,-1.020
6.11E-04,-1.020
6.11E-04,-1.060
6.11E-04,-1.040
6.11E-04,-1.060
6.12E-04,-1.080
6.12E-04,-1.060
6.12E-04,-1.080
6.12E-04,-1.080
6.12E-04,-1.080
6.13E-04,-1.080
6.13E-04,-1.100
6.13E-04,-1.120
6.13E-04,-1.160
6.13E-04,-1.120
6.14E-04,-1.180
6.14E-04,-1.160
6.14E-04,-1.160
6.14E-04,-1.180
6.14E-04,-1.220
6.15E-04,-1.200
6.15E-04,-1.260
6.15E-04,-1.200
6.15E-04,-1.280
6.15E-04,-1.300
6.16E-04,-1.240
6.16E-04,-1.280
6.16E-04,-1.260
6.16E-04,-1.300
6.16E-04,-1.360
6.17E-04,-1.320
6.17E-04,-1.340
6.17E-04,-1.320
6.17E-04,-1.320
6.17E-04,-1.360
6.18E-04,-1.380
6.18E-04,-1.340
6.18E-04,-1.360
6.18E-04,-1.360
6.18E-04,-1.400
6.19E-04,-1.420
6.19E-04,-1.400
6.19E-04,-1.440
6.19E-04,-1.440
6.19E-04,-1.380
6.20E-04,-1.400
6.20E-04,-1.440
6.20E-04,-1.460
6.20E-04,-1.460
6.20E-04,-1.460
6.21E-04,-1.480
6.21E-04,-1.480
6.21E-04,-1.520
6.21E-04,-1.500
6.21E-04,-1.520
6.22E-04,-1.520
6.22E-04,-1.520
6.22E-04,-1.560
6.22E-04,-1.540
6.22E-04,-1.540
6.23E-04,-1.520
6.23E-04,-1.540
6.23E-04,-1.580
6.23E-04,-1.520
6.23E-04,-1.580
6.24E-04,-1.580
6.24E-04,-1.600
6.24E-04,-1.600
6.24E-04,-1.620
6.24E-04,-1.580
6.25E-04,-1.640
6.25E-04,-1.620
6.25E-04,-1.620
6.25E-04,-1.660
6.25E-04,-1.640
6.26E-04,-1.620
6.26E-04,-1.640
6.26E-04,-1.640
6.26E-04,-1.640
6.26E-04,-1.660
6.27E-04,-1.660
6.27E-04,-1.680
6.27E-04,-1.660
6.27E-04,-1.660
6.27E-04,-1.720
6.28E-04,-1.660
6.28E-04,-1.660
6.28E-04,-1.700
6.28E-04,-1.700
6.28E-04,-1.720
6.29E-04,-1.680
6.29E-04,-1.680
6.29E-04,-1.720
6.29E-04,-1.740
6.29E-04,-1.740
6.30E-04,-1.700
6.30E-04,-1.720
6.30E-04,-1.720
6.30E-04,-1.700
6.30E-04,-1.760
6.31E-04,-1.700
6.31E-04,-1.700
6.31E-04,-1.740
6.31E-04,-1.720
6.31E-04,-1.740
6.32E-04,-1.720
6.32E-04,-1.720
6.32E-04,-1.780
6.32E-04,-1.780
6.32E-04,-1.740
6.33E-04,-1.760
6.33E-04,-1.760
6.33E-04,-1.740
6.33E-04,-1.760
6.33E-04,-1.760
6.34E-04,-1.780
6.34E-04,-1.740
6.34E-04,-1.720
6.34E-04,-1.820
6.34E-04,-1.760
6.35E-04,-1.780
6.35E-04,-1.780
6.35E-04,-1.760
6.35E-04,-1.760
6.35E-04,-1.740
6.36E-04,-1.740
6.36E-04,-1.760
6.36E-04,-1.780
6.36E-04,-1.780
6.36E-04,-1.780
6.37E-04,-1.760
6.37E-04,-1.760
6.37E-04,-1.780
6.37E-04,-1.760
6.37E-04,-1.780
6.38E-04,-1.760
6.38E-04,-1.780
6.38E-04,-1.780
6.38E-04,-1.760
6.38E-04,-1.780
6.39E-04,-1.720
6.39E-04,-1.760
6.39E-04,-1.720
6.39E-04,-1.780
6.39E-04,-1.760
6.40E-04,-1.780
6.40E-04,-1.760
6.40E-04,-1.780
6.40E-04,-1.740
6.40E-04,-1.780
6.41E-04,-1.740
6.41E-04,-1.740
6.41E-04,-1.780
6.41E-04,-1.740
6.41E-04,-1.740
6.42E-04,-1.760
6.42E-04,-1.760
6.42E-04,-1.720
6.42E-04,-1.720
6.42E-04,-1.720
6.43E-04,-1.740
6.43E-04,-1.760
6.43E-04,-1.760
6.43E-04,-1.720
6.43E-04,-1.680
6.44E-04,-1.700
6.44E-04,-1.700
6.44E-04,-1.700
6.44E-04,-1.720
6.44E-04,-1.680
6.45E-04,-1.740
6.45E-04,-1.680
6.45E-04,-1.700
6.45E-04,-1.660
6.45E-04,-1.660
6.46E-04,-1.660
6.46E-04,-1.660
6.46E-04,-1.640
6.46E-04,-1.640
6.46E-04,-1.680
6.47E-04,-1.660
6.47E-04,-1.660
6.47E-04,-1.640
6.47E-04,-1.640
6.47E-04,-1.660
6.48E-04,-1.660
6.48E-04,-1.620
6.48E-04,-1.580
6.48E-04,-1.600
6.48E-04,-1.580
6.49E-04,-1.580
6.49E-04,-1.560
6.49E-04,-1.580
6.49E-04,-1.580
6.49E-04,-1.600
6.50E-04,-1.580
6.50E-04,-1.560
6.50E-04,-1.540
6.50E-04,-1.540
6.50E-04,-1.520
6.51E-04,-1.560
6.51E-04,-1.520
6.51E-04,-1.500
6.51E-04,-1.500
6.51E-04,-1.520
6.52E-04,-1.500
6.52E-04,-1.440
6.52E-04,-1.480
6.52E-04,-1.440
6.52E-04,-1.460
6.53E-04,-1.460
6.53E-04,-1.420
6.53E-04,-1.400
6.53E-04,-1.420
6.53E-04,-1.400
6.54E-04,-1.420
6.54E-04,-1.380
6.54E-04,-1.380
6.54E-04,-1.420
6.54E-04,-1.360
6.55E-04,-1.340
6.55E-04,-1.340
6.55E-04,-1.300
6.55E-04,-1.340
6.55E-04,-1.300
6.56E-04,-1.320
6.56E-04,-1.320
6.56E-04,-1.300
6.56E-04,-1.340
6.56E-04,-1.260
6.57E-04,-1.280
6.57E-04,-1.260
6.57E-04,-1.260
6.57E-04,-1.280
6.57E-04,-1.280
6.58E-04,-1.240
6.58E-04,-1.260
6.58E-04,-1.200
6.58E-04,-1.200
6.58E-04,-1.220
6.59E-04,-1.200
6.59E-04,-1.140
6.59E-04,-1.200
6.59E-04,-1.120
6.59E-04,-1.120
6.60E-04,-1.120
6.60E-04,-1.140
6.60E-04,-1.120
6.60E-04,-1.140
6.60E-04,-1.140
6.61E-04,-1.120
6.61E-04,-1.100
6.61E-04,-1.080
6.61E-04,-1.060
6.61E-04,-1.040
6.62E-04,-1.060
6.62E-04,-0.980
6.62E-04,-1.040
6.62E-04,-1.040
6.62E-04,-0.980
6.63E-04,-1.000
6.63E-04,-1.000
6.63E-04,-0.920
6.63E-04,-0.940
6.63E-04,-0.940
6.64E-04,-0.940
6.64E-04,-0.920
6.64E-04,-0.840
6.64E-04,-0.900
6.64E-04,-0.880
6.65E-04,-0.860
6.65E-04,-0.860
6.65E-04,-0.820
6.65E-04,-0.840
6.65E-04,-0.840
6.66E-04,-0.820
6.66E-04,-0.840
6.66E-04,-0.780
6.66E-04,-0.760
6.66E-04,-0.780
6.67E-04,-0.740
6.67E-04,-0.760
6.67E-04,-0.700
6.67E-04,-0.720
6.67E-04,-0.720
6.68E-04,-0.680
6.68E-04,-0.660
6.68E-04,-0.680
6.68E-04,-0.620
6.68E-04,-0.640
6.69E-04,-0.620
6.69E-04,-0.600
6.69E-04,-0.580
6.69E-04,-0.620
6.69E-04,-0.560
6.70E-04,-0.580
6.70E-04,-0.520
6.70E-04,-0.520
6.70E-04,-0.540
6.70E-04,-0.520
6.71E-04,-0.480
6.71E-04,-0.500
6.71E-04,-0.460
6.71E-04,-0.460
6.71E-04,-0.440
6.72E-04,-0.440
6.72E-04,-0.420
6.72E-04,-0.440
6.72E-04,-0.420
6.72E-04,-0.360
6.73E-04,-0.380
6.73E-04,-0.340
6.73E-04,-0.320
6.73E-04,-0.320
6.73E-04,-0.320
6.74E-04,-0.320
6.74E-04,-0.340
6.74E-04,-0.300
6.74E-04,-0.300
6.74E-04,-0.260
6.75E-04,-0.280
6.75E-04,-0.240
6.75E-04,-0.200
6.75E-04,-0.200
6.75E-04,-0.200
6.76E-04,-0.200
6.76E-04,-0.140
6.76E-04,-0.140
6.76E-04,-0.120
6.76E-04,-0.140
6.77E-04,-0.100
6.77E-04,-0.120
6.77E-04,-0.080
6.77E-04,-0.080
6.77E-04,-0.060
6.78E-04,-0.040
6.78E-04,-0.060
6.78E-04,-0.020
6.78E-04,-0.020
6.78E-04,0.020
6.79E-04,-0.020
6.79E-04,0.040
6.79E-04,0.060
6.79E-04,0.040
6.79E-04,0.060
6.80E-04,0.080
6.80E-04,0.020
6.80E-04,0.100
6.80E-04,0.100
6.80E-04,0.120
6.81E-04,0.140
6.81E-04,0.120
6.81E-04,0.180
6.81E-04,0.140
6.81E-04,0.140
6.82E-04,0.160
6.82E-04,0.180
6.82E-04,0.160
6.82E-04,0.240
6.82E-04,0.200
6.83E-04,0.220
6.83E-04,0.220
6.83E-04,0.280
6.83E-04,0.300
6.83E-04,0.300
6.84E-04,0.300
6.84E-04,0.340
6.84E-04,0.300
6.84E-04,0.360
6.84E-04,0.340
6.85E-04,0.320
6.85E-04,0.400
6.85E-04,0.360
6.85E-04,0.360
6.85E-04,0.380
6.86E-04,0.400
6.86E-04,0.420
6.86E-04,0.420
6.86E-04,0.400
6.86E-04,0.440
6.87E-04,0.460
6.87E-04,0.460
6.87E-04,0.460
6.87E-04,0.500
6.87E-04,0.520
6.88E-04,0.520
6.88E-04,0.500
6.88E-04,0.540
6.88E-04,0.520
6.88E-04,0.540
6.89E-04,0.600
6.89E-04,0.560
6.89E-04,0.600
6.89E-04,0.580
6.89E-04,0.580
6.90E-04,0.600
6.90E-04,0.620
6.90E-04,0.620
6.90E-04,0.620
6.90E-04,0.660
6.91E-04,0.680
6.91E-04,0.680
6.91E-04,0.680
6.91E-04,0.680
6.91E-04,0.700
6.92E-04,0.700
6.92E-04,0.700
6.92E-04,0.700
6.92E-04,0.740
6.92E-04,0.740
6.93E-04,0.740
6.93E-04,0.760
6.93E-04,0.760
6.93E-04,0.760
6.93E-04,0.800
6.94E-04,0.780
6.94E-04,0.780
6.94E-04,0.840
6.94E-04,0.800
6.94E-04,0.860
6.95E-04,0.840
6.95E-04,0.800
6.95E-04,0.840
6.95E-04,0.860
6.95E-04,0.860
6.96E-04,0.880
6.96E-04,0.860
6.96E-04,0.900
6.96E-04,0.880
6.96E-04,0.880
6.97E-04,0.920
6.97E-04,0.900
6.97E-04,0.920
6.97E-04,0.940
6.97E-04,0.900
6.98E-04,0.920
6.98E-04,0.940
6.98E-04,0.980
6.98E-04,0.960
6.98E-04,0.960
6.99E-04,0.980
6.99E-04,0.960
6.99E-04,0.980
6.99E-04,0.960
6.99E-04,1.000
7.00E-04,1.000
7.00E-04,0.960
7.00E-04,1.000
7.00E-04,1.040
7.00E-04,1.020
7.01E-04,1.000
7.01E-04,1.040
7.01E-04,1.040
7.01E-04,1.040
7.01E-04,1.040
7.02E-04,1.080
7.02E-04,1.060
7.02E-04,1.080
7.02E-04,1.040
7.02E-04,1.080
7.03E-04,1.080
7.03E-04,1.080
7.03E-04,1.100
7.03E-04,1.080
7.03E-04,1.080
7.04E-04,1.100
7.04E-04,1.120
7.04E-04,1.120
7.04E-04,1.100
7.04E-04,1.120
7.05E-04,1.080
7.05E-04,1.100
7.05E-04,1.120
7.05E-04,1.140
7.05E-04,1.140
7.06E-04,1.160
7.06E-04,1.140
7.06E-04,1.160
7.06E-04,1.180
7.06E-04,1.160
7.07E-04,1.180
7.07E-04,1.180
7.07E-04,1.180
7.07E-04,1.200
7.07E-04,1.160
7.08E-04,1.220
7.08E-04,1.200
7.08E-04,1.200
7.08E-04,1.160
7.08E-04,1.200
7.09E-04,1.220
7.09E-04,1.260
7.09E-04,1.240
7.09E-04,1.240
7.09E-04,1.180
7.10E-04,1.220
7.10E-04,1.240
7.10E-04,1.220
7.10E-04,1.240
7.10E-04,1.260
7.11E-04,1.240
7.11E-04,1.240
7.11E-04,1.200
7.11E-04,1.240
7.11E-04,1.260
7.12E-04,1.260
7.12E-04,1.240
7.12E-04,1.240
7.12E-04,1.260
7.12E-04,1.260
7.13E-04,1.280
7.13E-04,1.260
7.13E-04,1.260
7.13E-04,1.280
7.13E-04,1.320
7.14E-04,1.280
7.14E-04,1.260
7.14E-04,1.300
7.14E-04,1.340
7.14E-04,1.280
7.15E-04,1.300
7.15E-04,1.320
7.15E-04,1.280
7.15E-04,1.260
7.15E-04,1.320
7.16E-04,1.320
7.16E-04,1.280
7.16E-04,1.320
7.16E-04,1.280
7.16E-04,1.280
7.17E-04,1.320
7.17E-04,1.340
7.17E-04,1.300
7.17E-04,1.320
7.17E-04,1.320
7.18E-04,1.320
7.18E-04,1.320
7.18E-04,1.340
7.18E-04,1.320
7.18E-04,1.380
7.19E-04,1.300
7.19E-04,1.300
7.19E-04,1.340
7.19E-04,1.300
7.19E-04,1.340
7.20E-04,1.320
7.20E-04,1.360
7.20E-04,1.360
7.20E-04,1.320
7.20E-04,1.340
7.21E-04,1.380
7.21E-04,1.340
7.21E-04,1.340
7.21E-04,1.340
7.21E-04,1.340
7.22E-04,1.340
7.22E-04,1.360
7.22E-04,1.360
7.22E-04,1.340
7.22E-04,1.380
7.23E-04,1.360
7.23E-04,1.340
7.23E-04,1.360
7.23E-04,1.340
7.23E-04,1.320
7.24E-04,1.340
7.24E-04,1.340
7.24E-04,1.380
7.24E-04,1.380
7.24E-04,1.400
7.25E-04,1.360
7.25E-04,1.340
7.25E-04,1.360
7.25E-04,1.360
7.25E-04,1.380
7.26E-04,1.360
7.26E-04,1.340
7.26E-04,1.360
7.26E-04,1.340
7.26E-04,1.360
7.27E-04,1.380
7.27E-04,1.380
7.27E-04,1.340
7.27E-04,1.360
7.27E-04,1.380
7.28E-04,1.380
7.28E-04,1.320
7.28E-04,1.340
7.28E-04,1.360
7.28E-04,1.340
7.29E-04,1.360
7.29E-04,1.340
7.29E-04,1.360
7.29E-04,1.380
7.29E-04,1.380
7.30E-04,1.380
7.30E-04,1.340
7.30E-04,1.380
7.30E-04,1.400
7.30E-04,1.340
7.31E-04,1.360
7.31E-04,1.380
7.31E-04,1.360
